n,N,bound of B.3,bound of B.4,k
10,20,1,0,0
10,21,0,0,0
10,22,0,0,0
10,23,0,0,0
10,24,0,0,0
10,25,0,0,0
10,26,0,0,0
10,27,0,0,0
10,28,0,0,0
10,29,0,0,0
10,30,0,0,0
10,31,0,0,0
10,32,0,0,0
10,33,0,0,0
10,34,0,0,0
10,35,0,0,0
10,36,0,0,0
10,37,0,0,0
10,38,0,0,0
10,39,0,0,0
10,40,0,0,0
10,41,0,0,0
10,42,0,0,0
10,43,0,0,0
10,44,0,0,0
10,45,0,0,0
10,46,0,0,0
10,47,0,0,0
10,48,0,0,0
10,49,0,0,0
10,50,0,0,0
32,51,2,1,1
32,52,2,1,1
32,53,2,1,1
32,54,2,1,1
32,55,2,1,1
32,56,2,0,0
32,57,2,0,0
32,58,2,1,1
32,59,2,1,1
32,60,2,1,1
32,61,2,1,1
32,62,2,1,1
32,63,2,1,1
32,64,2,1,1
32,65,1,0,0
32,66,1,0,0
32,67,1,0,0
32,68,1,0,0
32,69,1,0,0
32,70,1,1,1
32,71,1,1,1
32,72,1,1,1
32,73,2,0,0
32,74,2,0,0
32,75,2,0,0
32,76,2,0,0
32,77,1,0,0
32,78,1,0,0
32,79,1,0,0
32,80,2,0,0
32,81,2,0,0
32,82,2,0,0
32,83,2,0,0
32,84,2,0,0
32,85,2,0,0
32,86,2,0,0
32,87,2,0,0
32,88,2,0,0
32,89,2,0,0
32,90,2,0,0
32,91,2,0,0
32,92,2,0,0
32,93,2,0,0
32,94,2,0,0
32,95,2,0,0
32,96,2,0,0
32,97,2,0,0
32,98,2,0,0
32,99,2,0,0
50,100,2,2,2
50,101,3,2,2
50,102,3,2,2
50,103,3,2,2
50,104,3,1,1
50,105,3,2,2
50,106,2,2,2
50,107,2,2,2
50,108,2,2,2
50,109,2,2,2
50,110,2,2,2
50,111,2,2,2
50,112,3,2,2
50,113,2,2,2
50,114,2,1,1
50,115,2,1,1
50,116,2,2,2
50,117,2,2,2
50,118,2,2,2
50,119,2,2,2
50,120,3,2,2
50,121,3,2,2
50,122,3,2,2
50,123,3,2,2
50,124,3,1,1
50,125,3,1,1
50,126,3,1,1
50,127,3,1,1
50,128,3,2,2
50,129,3,2,2
50,130,3,2,2
50,131,3,2,2
50,132,3,2,2
50,133,3,1,1
50,134,3,1,1
50,135,3,1,1
50,136,3,1,1
50,137,3,1,1
50,138,3,1,1
50,139,3,1,1
50,140,3,2,2
50,141,3,2,2
50,142,3,2,2
50,143,3,1,1
50,144,3,1,1
50,145,3,1,1
50,146,3,1,1
50,147,3,1,1
50,148,3,1,1
50,149,3,1,1
50,150,3,1,1
50,151,3,2,2
50,152,3,1,1
50,153,2,1,1
50,154,2,1,1
50,155,2,1,1
50,156,2,1,1
50,157,2,1,1
50,158,2,1,1
50,159,2,1,1
50,160,3,1,1
50,161,3,1,1
50,162,3,1,1
50,163,3,1,1
50,164,3,1,1
50,165,3,1,1
50,166,3,1,1
50,167,3,1,1
50,168,3,1,1
50,169,3,1,1
50,170,3,1,1
50,171,3,1,1
50,172,3,1,1
50,173,3,1,1
50,174,3,1,1
50,175,3,1,1
50,176,3,1,1
50,177,3,1,1
50,178,3,1,1
50,179,3,1,1
50,180,3,1,1
50,181,3,1,1
50,182,3,1,1
50,183,3,1,1
50,184,2,1,1
50,185,2,1,1
50,186,2,1,1
50,187,2,1,1
50,188,2,1,1
50,189,2,1,1
50,190,2,1,1
50,191,2,1,1
50,192,3,1,1
50,193,3,1,1
50,194,3,1,1
50,195,3,1,1
50,196,3,1,1
50,197,3,1,1
50,198,3,1,1
50,199,3,1,1
50,200,3,1,1
50,201,3,1,1
50,202,3,1,1
50,203,3,1,1
50,204,3,1,1
50,205,3,1,1
50,206,3,1,1
50,207,3,1,1
50,208,3,1,1
50,209,3,1,1
50,210,3,1,1
50,211,3,1,1
50,212,3,1,1
50,213,3,1,1
50,214,3,1,1
50,215,3,1,1
50,216,3,1,1
50,217,3,1,1
50,218,3,1,1
50,219,3,1,1
50,220,3,1,1
50,221,3,1,1
50,222,3,1,1
50,223,3,1,1
50,224,3,1,1
50,225,3,1,1
50,226,3,1,1
50,227,3,1,1
50,228,3,1,1
50,229,3,1,1
50,230,3,1,1
50,231,3,1,1
50,232,3,1,1
50,233,3,1,1
50,234,3,1,1
50,235,3,1,1
50,236,3,1,1
50,237,3,1,1
50,238,3,1,1
50,239,3,1,1
50,240,3,1,1
50,241,3,1,1
50,242,3,1,1
50,243,3,1,1
50,244,3,1,1
50,245,3,1,1
50,246,3,1,1
50,247,3,1,1
50,248,3,1,1
50,249,3,1,1
50,250,3,1,1
50,251,3,1,1
50,252,3,1,1
50,253,3,1,1
50,254,3,1,1
50,255,3,1,1
50,256,3,1,1
50,257,3,1,1
50,258,3,1,1
50,259,3,1,1
50,260,3,1,1
50,261,3,1,1
50,262,3,1,1
50,263,3,1,1
50,264,3,1,1
50,265,3,1,1
50,266,3,1,1
50,267,3,1,1
50,268,3,1,1
50,269,3,1,1
50,270,3,1,1
50,271,3,1,1
50,272,3,1,1
50,273,3,1,1
50,274,3,1,1
50,275,3,1,1
50,276,3,1,1
50,277,3,1,1
50,278,3,1,1
50,279,3,1,1
50,280,3,1,1
50,281,3,1,1
50,282,3,1,1
50,283,3,1,1
50,284,3,1,1
50,285,3,1,1
50,286,3,1,1
50,287,3,1,1
50,288,3,1,1
50,289,3,1,1
50,290,3,1,1
50,291,3,1,1
50,292,3,1,1
50,293,3,1,1
50,294,3,1,1
50,295,3,1,1
50,296,3,1,1
50,297,3,1,1
50,298,3,1,1
50,299,3,1,1
50,300,3,1,1
50,301,3,1,1
50,302,3,1,1
50,303,3,1,1
50,304,3,1,1
50,305,3,1,1
50,306,3,1,1
50,307,3,1,1
50,308,3,1,1
50,309,3,1,1
50,310,3,1,1
50,311,3,1,1
50,312,3,1,1
50,313,3,1,1
50,314,3,1,1
50,315,3,1,1
50,316,3,1,1
50,317,3,1,1
50,318,2,1,1
50,319,2,1,1
50,320,3,1,1
50,321,3,1,1
50,322,3,1,1
50,323,3,1,1
50,324,3,1,1
50,325,3,1,1
50,326,3,1,1
50,327,3,1,1
50,328,3,1,1
50,329,3,1,1
50,330,3,1,1
50,331,3,1,1
50,332,3,1,1
50,333,3,1,1
50,334,3,1,1
50,335,3,1,1
50,336,3,1,1
50,337,3,1,1
50,338,3,1,1
50,339,3,1,1
50,340,3,1,1
50,341,3,1,1
50,342,3,1,1
50,343,3,1,1
50,344,3,1,1
50,345,3,1,1
50,346,3,1,1
50,347,3,1,1
50,348,3,1,1
50,349,3,1,1
50,350,3,1,1
50,351,3,1,1
50,352,3,1,1
50,353,3,1,1
50,354,3,1,1
50,355,2,1,1
50,356,2,1,1
50,357,2,1,1
50,358,2,1,1
50,359,2,1,1
50,360,3,1,1
50,361,3,1,1
50,362,3,1,1
50,363,3,1,1
50,364,3,1,1
50,365,3,1,1
50,366,3,1,1
50,367,3,1,1
50,368,3,1,1
50,369,3,1,1
50,370,3,1,1
50,371,3,1,1
50,372,3,1,1
50,373,3,1,1
50,374,3,1,1
50,375,3,1,1
50,376,3,1,1
50,377,3,1,1
50,378,3,1,1
50,379,3,1,1
50,380,3,1,1
50,381,3,1,1
50,382,3,1,1
50,383,3,1,1
50,384,3,1,1
50,385,3,1,1
50,386,3,1,1
50,387,3,1,1
50,388,3,1,1
50,389,3,1,1
50,390,3,1,1
50,391,2,1,1
50,392,2,1,1
50,393,2,1,1
50,394,2,1,1
50,395,2,1,1
50,396,2,1,1
50,397,2,1,1
50,398,2,1,1
50,399,2,1,1
50,400,3,1,1
50,401,3,1,1
50,402,3,1,1
50,403,3,1,1
50,404,3,1,1
50,405,3,1,1
50,406,3,1,1
50,407,3,1,1
50,408,3,1,1
50,409,3,1,1
50,410,3,1,1
50,411,3,1,1
50,412,3,1,1
50,413,3,1,1
50,414,3,1,1
50,415,3,1,1
50,416,3,1,1
50,417,3,1,1
50,418,3,1,1
50,419,3,1,1
50,420,3,1,1
50,421,3,1,1
50,422,3,1,1
50,423,3,1,1
50,424,3,1,1
50,425,3,1,1
50,426,3,1,1
50,427,3,1,1
50,428,2,1,1
50,429,2,1,1
50,430,2,1,1
50,431,2,1,1
50,432,2,1,1
50,433,2,1,1
50,434,2,1,1
50,435,2,1,1
50,436,2,1,1
50,437,2,1,1
50,438,2,1,1
50,439,2,1,1
50,440,3,1,1
50,441,3,1,1
50,442,3,1,1
50,443,3,1,1
50,444,3,1,1
50,445,3,1,1
50,446,3,1,1
50,447,3,1,1
50,448,3,1,1
50,449,3,1,1
50,450,3,1,1
50,451,3,1,1
50,452,3,1,1
50,453,3,1,1
50,454,3,1,1
50,455,3,1,1
50,456,3,1,1
50,457,3,1,1
50,458,3,1,1
50,459,3,1,1
50,460,3,1,1
50,461,3,1,1
50,462,3,1,1
50,463,3,1,1
50,464,2,1,1
50,465,2,1,1
50,466,2,1,1
50,467,2,1,1
50,468,2,1,1
50,469,2,1,1
50,470,2,1,1
50,471,2,1,1
50,472,2,1,1
50,473,2,1,1
50,474,2,1,1
50,475,2,1,1
50,476,2,1,1
50,477,2,1,1
50,478,2,1,1
50,479,2,1,1
50,480,3,1,1
50,481,3,1,1
50,482,3,1,1
50,483,3,1,1
50,484,3,1,1
50,485,3,1,1
50,486,3,1,1
50,487,3,1,1
50,488,3,1,1
50,489,3,1,1
50,490,3,1,1
50,491,3,1,1
50,492,3,1,1
50,493,3,1,1
50,494,3,1,1
50,495,3,1,1
50,496,3,1,1
50,497,3,1,1
50,498,3,1,1
50,499,3,1,1
50,500,3,1,1
80,501,4,3,3
80,502,4,3,3
80,503,4,3,3
80,504,4,3,3
80,505,4,3,3
80,506,4,3,3
80,507,4,3,3
80,508,4,3,3
80,509,4,3,3
80,510,4,3,3
80,511,4,3,3
80,512,4,3,3
80,513,4,3,3
80,514,4,3,3
80,515,4,3,3
80,516,4,3,3
80,517,4,3,3
80,518,4,3,3
80,519,4,3,3
80,520,4,3,3
80,521,4,3,3
80,522,4,3,3
80,523,4,3,3
80,524,4,3,3
80,525,4,3,3
80,526,4,3,3
80,527,4,3,3
80,528,4,3,3
80,529,4,3,3
80,530,4,3,3
80,531,4,3,3
80,532,4,3,3
80,533,4,3,3
80,534,4,3,3
80,535,4,3,3
80,536,4,3,3
80,537,4,3,3
80,538,4,3,3
80,539,4,3,3
80,540,4,3,3
80,541,4,3,3
80,542,4,3,3
80,543,4,3,3
80,544,4,3,3
80,545,4,4,4
80,546,4,4,4
80,547,4,4,4
80,548,4,4,4
80,549,4,3,3
80,550,4,3,3
80,551,4,3,3
80,552,4,3,3
80,553,4,3,3
80,554,4,3,3
80,555,4,3,3
80,556,4,3,3
80,557,4,4,4
80,558,4,4,4
80,559,4,3,3
80,560,4,3,3
80,561,4,3,3
80,562,4,3,3
80,563,4,3,3
80,564,4,3,3
80,565,4,3,3
80,566,4,3,3
80,567,4,3,3
80,568,4,4,4
80,569,4,3,3
80,570,4,3,3
80,571,4,3,3
80,572,4,3,3
80,573,4,3,3
80,574,4,3,3
80,575,4,3,3
80,576,4,3,3
80,577,4,3,3
80,578,4,3,3
80,579,4,3,3
80,580,4,3,3
80,581,4,3,3
80,582,4,3,3
80,583,4,3,3
80,584,4,3,3
80,585,4,3,3
80,586,4,3,3
80,587,4,3,3
80,588,4,3,3
80,589,4,3,3
80,590,4,3,3
80,591,4,3,3
80,592,4,3,3
80,593,4,3,3
80,594,4,3,3
80,595,4,3,3
80,596,4,3,3
80,597,4,3,3
80,598,4,3,3
80,599,4,3,3
80,600,4,3,3
80,601,4,3,3
80,602,4,3,3
80,603,4,3,3
80,604,4,3,3
80,605,4,3,3
80,606,4,3,3
80,607,4,3,3
80,608,4,3,3
80,609,4,3,3
80,610,4,3,3
80,611,4,3,3
80,612,4,3,3
80,613,4,3,3
80,614,4,3,3
80,615,4,3,3
80,616,4,3,3
80,617,4,3,3
80,618,4,3,3
80,619,4,3,3
80,620,4,3,3
80,621,4,3,3
80,622,4,3,3
80,623,4,3,3
80,624,4,3,3
80,625,4,3,3
80,626,4,3,3
80,627,4,3,3
80,628,4,3,3
80,629,4,3,3
80,630,4,3,3
80,631,4,3,3
80,632,4,3,3
80,633,4,3,3
80,634,4,3,3
80,635,4,3,3
80,636,4,3,3
80,637,4,3,3
80,638,4,3,3
80,639,4,3,3
80,640,4,3,3
80,641,4,3,3
80,642,4,3,3
80,643,4,3,3
80,644,4,3,3
80,645,4,3,3
80,646,4,3,3
80,647,4,3,3
80,648,4,3,3
80,649,4,3,3
80,650,4,3,3
80,651,4,3,3
80,652,4,3,3
80,653,4,3,3
80,654,4,3,3
80,655,4,3,3
80,656,4,3,3
80,657,4,3,3
80,658,4,3,3
80,659,4,3,3
80,660,4,3,3
80,661,4,3,3
80,662,4,3,3
80,663,4,3,3
80,664,4,3,3
80,665,4,3,3
80,666,4,3,3
80,667,4,3,3
80,668,4,3,3
80,669,4,3,3
80,670,4,3,3
80,671,4,3,3
80,672,4,3,3
80,673,4,3,3
80,674,4,3,3
80,675,4,3,3
80,676,4,3,3
80,677,4,3,3
80,678,4,3,3
80,679,4,3,3
80,680,4,3,3
80,681,4,3,3
80,682,4,3,3
80,683,4,3,3
80,684,4,3,3
80,685,4,3,3
80,686,4,3,3
80,687,4,3,3
80,688,4,3,3
80,689,4,3,3
80,690,4,3,3
80,691,4,3,3
80,692,4,3,3
80,693,4,3,3
80,694,4,3,3
80,695,4,3,3
80,696,4,3,3
80,697,4,3,3
80,698,4,3,3
80,699,4,3,3
80,700,4,3,3
80,701,4,3,3
80,702,4,3,3
80,703,4,3,3
80,704,4,3,3
80,705,4,3,3
80,706,4,3,3
80,707,4,3,3
80,708,4,3,3
80,709,4,3,3
80,710,4,3,3
80,711,4,3,3
80,712,4,3,3
80,713,4,3,3
80,714,4,3,3
80,715,4,3,3
80,716,4,3,3
80,717,4,3,3
80,718,4,3,3
80,719,4,3,3
80,720,4,3,3
80,721,4,3,3
80,722,4,3,3
80,723,4,3,3
80,724,4,3,3
80,725,4,3,3
80,726,4,3,3
80,727,4,3,3
80,728,4,3,3
80,729,4,3,3
80,730,4,3,3
80,731,4,3,3
80,732,4,3,3
80,733,4,3,3
80,734,4,3,3
80,735,4,3,3
80,736,4,3,3
80,737,4,3,3
80,738,4,3,3
80,739,4,3,3
80,740,4,3,3
80,741,4,3,3
80,742,4,3,3
80,743,4,3,3
80,744,4,3,3
80,745,4,3,3
80,746,4,3,3
80,747,4,3,3
80,748,4,3,3
80,749,4,3,3
80,750,4,3,3
80,751,4,3,3
80,752,4,3,3
80,753,4,3,3
80,754,4,3,3
80,755,4,3,3
80,756,4,3,3
80,757,4,3,3
80,758,4,3,3
80,759,4,3,3
80,760,4,3,3
80,761,4,3,3
80,762,4,3,3
80,763,4,3,3
80,764,4,3,3
80,765,4,3,3
80,766,4,3,3
80,767,4,3,3
80,768,4,3,3
80,769,4,3,3
80,770,4,3,3
80,771,4,3,3
80,772,4,3,3
80,773,4,3,3
80,774,4,3,3
80,775,4,3,3
80,776,4,3,3
80,777,4,3,3
80,778,4,3,3
80,779,4,3,3
80,780,4,3,3
80,781,4,3,3
80,782,4,3,3
80,783,4,3,3
80,784,4,3,3
80,785,4,3,3
80,786,4,3,3
80,787,4,3,3
80,788,4,3,3
80,789,4,3,3
80,790,4,3,3
80,791,4,3,3
80,792,4,3,3
80,793,4,3,3
80,794,4,3,3
80,795,4,3,3
80,796,4,3,3
80,797,4,3,3
80,798,4,3,3
80,799,4,3,3
80,800,4,3,3
80,801,4,3,3
80,802,4,3,3
80,803,4,3,3
80,804,4,3,3
80,805,4,3,3
80,806,4,3,3
80,807,4,3,3
80,808,4,3,3
80,809,4,3,3
80,810,4,3,3
80,811,4,3,3
80,812,4,3,3
80,813,4,3,3
80,814,4,3,3
80,815,4,3,3
80,816,4,3,3
80,817,4,3,3
80,818,4,3,3
80,819,4,3,3
80,820,4,3,3
80,821,4,3,3
80,822,4,3,3
80,823,4,3,3
80,824,4,3,3
80,825,4,3,3
80,826,4,3,3
80,827,4,3,3
80,828,4,3,3
80,829,4,3,3
80,830,4,3,3
80,831,4,3,3
80,832,4,3,3
80,833,4,3,3
80,834,4,3,3
80,835,4,3,3
80,836,4,3,3
80,837,4,3,3
80,838,4,3,3
80,839,4,3,3
80,840,4,3,3
80,841,4,3,3
80,842,4,3,3
80,843,4,3,3
80,844,4,3,3
80,845,4,3,3
80,846,4,3,3
80,847,4,3,3
80,848,4,3,3
80,849,4,3,3
80,850,4,3,3
80,851,4,3,3
80,852,4,3,3
80,853,4,3,3
80,854,4,3,3
80,855,4,3,3
80,856,4,3,3
80,857,4,3,3
80,858,4,3,3
80,859,4,3,3
80,860,4,3,3
80,861,4,3,3
80,862,4,3,3
80,863,4,3,3
80,864,4,3,3
80,865,4,3,3
80,866,4,3,3
80,867,4,3,3
80,868,4,3,3
80,869,4,3,3
80,870,4,3,3
80,871,4,3,3
80,872,4,3,3
80,873,4,3,3
80,874,4,3,3
80,875,4,3,3
80,876,4,3,3
80,877,4,3,3
80,878,4,3,3
80,879,4,3,3
80,880,4,3,3
80,881,4,3,3
80,882,4,3,3
80,883,4,3,3
80,884,4,3,3
80,885,4,3,3
80,886,4,3,3
80,887,4,3,3
80,888,4,3,3
80,889,4,3,3
80,890,4,3,3
80,891,4,3,3
80,892,4,3,3
80,893,4,3,3
80,894,4,3,3
80,895,4,3,3
80,896,4,3,3
80,897,4,3,3
80,898,4,3,3
80,899,4,3,3
80,900,4,3,3
80,901,4,3,3
80,902,4,3,3
80,903,4,3,3
80,904,4,3,3
80,905,4,3,3
80,906,4,3,3
80,907,4,3,3
80,908,4,3,3
80,909,4,3,3
80,910,4,3,3
80,911,4,3,3
80,912,4,3,3
80,913,4,3,3
80,914,4,3,3
80,915,4,3,3
80,916,4,3,3
80,917,4,3,3
80,918,4,3,3
80,919,4,3,3
80,920,4,3,3
80,921,4,3,3
80,922,4,3,3
80,923,4,3,3
80,924,4,3,3
80,925,4,3,3
80,926,4,3,3
80,927,4,3,3
80,928,4,3,3
80,929,4,3,3
80,930,4,3,3
80,931,4,3,3
80,932,4,3,3
80,933,4,3,3
80,934,4,3,3
80,935,4,3,3
80,936,4,3,3
80,937,4,3,3
80,938,4,3,3
80,939,4,3,3
80,940,4,3,3
80,941,4,3,3
80,942,4,3,3
80,943,4,3,3
80,944,4,3,3
80,945,4,3,3
80,946,4,3,3
80,947,4,3,3
80,948,4,3,3
80,949,4,3,3
80,950,4,3,3
80,951,4,3,3
80,952,4,3,3
80,953,4,3,3
80,954,4,3,3
80,955,4,3,3
80,956,4,3,3
80,957,4,3,3
80,958,4,3,3
80,959,4,3,3
80,960,4,3,3
80,961,4,3,3
80,962,4,3,3
80,963,4,3,3
80,964,4,3,3
80,965,4,3,3
80,966,4,3,3
80,967,4,3,3
80,968,4,3,3
80,969,4,3,3
80,970,4,3,3
80,971,4,3,3
80,972,4,3,3
80,973,4,3,3
80,974,4,3,3
80,975,4,3,3
80,976,4,3,3
80,977,4,3,3
80,978,4,3,3
80,979,4,3,3
80,980,4,3,3
80,981,4,3,3
80,982,4,3,3
80,983,4,3,3
80,984,4,3,3
80,985,4,3,3
80,986,4,3,3
80,987,4,3,3
80,988,4,3,3
80,989,4,3,3
80,990,4,3,3
80,991,4,3,3
80,992,4,3,3
80,993,4,3,3
80,994,4,3,3
80,995,4,3,3
80,996,4,3,3
80,997,4,3,3
80,998,4,3,3
80,999,4,3,3
80,1000,4,3,3
80,1001,4,3,3
80,1002,4,3,3
80,1003,4,3,3
80,1004,4,3,3
80,1005,4,3,3
80,1006,4,3,3
80,1007,4,3,3
80,1008,4,3,3
80,1009,4,3,3
80,1010,4,3,3
80,1011,4,3,3
80,1012,4,3,3
80,1013,4,3,3
80,1014,4,3,3
80,1015,4,3,3
80,1016,4,3,3
80,1017,4,3,3
80,1018,4,3,3
80,1019,4,3,3
80,1020,4,3,3
80,1021,4,3,3
80,1022,4,3,3
80,1023,4,3,3
80,1024,4,3,3
80,1025,4,3,3
80,1026,4,3,3
80,1027,4,3,3
80,1028,4,3,3
80,1029,4,3,3
80,1030,4,3,3
80,1031,4,3,3
80,1032,4,3,3
80,1033,4,3,3
80,1034,4,3,3
80,1035,4,3,3
80,1036,4,3,3
80,1037,4,3,3
80,1038,4,3,3
80,1039,4,3,3
80,1040,4,3,3
80,1041,4,3,3
80,1042,4,3,3
80,1043,4,3,3
80,1044,4,3,3
80,1045,4,3,3
80,1046,4,3,3
80,1047,4,3,3
80,1048,4,3,3
80,1049,4,3,3
80,1050,4,3,3
80,1051,4,3,3
80,1052,4,3,3
80,1053,4,3,3
80,1054,4,3,3
80,1055,4,3,3
80,1056,4,3,3
80,1057,4,3,3
80,1058,4,3,3
80,1059,4,3,3
80,1060,4,3,3
80,1061,4,3,3
80,1062,4,3,3
80,1063,4,3,3
80,1064,4,3,3
80,1065,4,3,3
80,1066,4,3,3
80,1067,4,3,3
80,1068,4,3,3
80,1069,4,3,3
80,1070,4,3,3
80,1071,4,3,3
80,1072,4,3,3
80,1073,4,3,3
80,1074,4,3,3
80,1075,4,3,3
80,1076,4,3,3
80,1077,4,3,3
80,1078,4,3,3
80,1079,4,3,3
80,1080,4,3,3
80,1081,4,3,3
80,1082,4,3,3
80,1083,4,3,3
80,1084,4,3,3
80,1085,4,3,3
80,1086,4,3,3
80,1087,4,3,3
80,1088,4,3,3
80,1089,4,3,3
80,1090,4,3,3
80,1091,4,3,3
80,1092,4,3,3
80,1093,4,3,3
80,1094,4,3,3
80,1095,4,3,3
80,1096,4,3,3
80,1097,4,3,3
80,1098,4,3,3
80,1099,4,3,3
80,1100,4,3,3
